record_id,Inspector_id,inspector_name,municipality_id,municipality_name,source_of_pollution,latitude,longitude,record_created_at,record_assigned_at,In_progress_created_at,record_closed_at,record_status,resolution_type,level_of_pollution,type,value
345,4,Bob Williams,3,Centar,other,41.98608417556324,21.436150763253053,2023-08-28 11:39:49,2023-10-08 15:41:23,,,pending,,Low,pm10,12.0
346,1,John Doe,4,Gjorche,factory,42.008492571880886,21.39709113993724,2023-10-08 23:51:03,2023-10-24 10:27:03,2023-10-24 22:41:06,,in_progress,,Low,pm10,13.0
347,5,Michael Moore,5,Kapishtec,other,41.97499156934665,21.49672785942987,2023-10-13 03:37:40,2023-10-16 10:34:55,2023-10-17 08:34:29,,in_progress,,Low,pm10,16.0
348,3,Charlie Johnson,2,Aerodrom,other,41.99689859689458,21.455105545092305,2023-09-11 05:42:36,2023-10-12 09:15:32,,,pending,,Low,pm10,13.0
349,4,Bob Williams,2,Aerodrom,factory,41.987391163431774,21.45724523138412,2023-10-03 00:46:07,2023-10-03 23:59:33,,,pending,,Low,pm10,13.0
350,4,Bob Williams,2,Aerodrom,factory,41.99318612779,21.44876559274305,2023-09-02 05:40:37,2023-10-23 20:54:10,2023-10-25 09:20:30,2023-10-26 16:56:22,completed,fine,Low,pm10,11.0
351,2,Alice Doe,3,Centar,household,41.98369464196144,21.43284900537431,2023-08-07 06:24:39,2023-10-21 17:15:32,,,pending,,Low,pm10,9.0
352,2,Alice Doe,2,Aerodrom,household,41.99866479661634,21.447789602325265,2023-08-16 00:38:00,2023-08-30 11:54:43,2023-09-22 22:22:55,,in_progress,,Low,pm10,11.0
353,2,Alice Doe,1,Karposh,household,42.01011781612203,21.40912788617233,2023-09-06 19:11:22,2023-10-28 18:55:52,2023-10-28 20:38:19,,in_progress,,Low,pm10,4.0
354,1,John Doe,2,Aerodrom,factory,41.98635871448189,21.44779247542596,2023-09-24 10:36:19,2023-10-21 13:59:22,,,pending,,Low,pm10,10.0
355,3,Charlie Johnson,2,Aerodrom,household,42.002853201014034,21.450689238878915,2023-10-04 23:28:39,2023-10-06 11:46:13,2023-10-18 05:11:08,2023-10-18 07:28:37,completed,warning,Low,pm10,8.0
356,4,Bob Williams,2,Aerodrom,other,41.99362857194384,21.44908630687887,2023-09-20 19:11:12,2023-10-09 02:15:22,,,pending,,Low,pm10,11.0
357,5,Michael Moore,4,Gjorche,other,42.00552377118475,21.39293484172913,2023-09-13 14:05:04,2023-09-20 17:28:17,2023-10-05 20:02:32,,in_progress,,Low,pm10,21.0
358,2,Alice Doe,2,Aerodrom,factory,41.98714231103915,21.44730458144747,2023-09-08 06:01:40,2023-10-23 19:52:17,2023-10-26 08:53:03,2023-10-27 22:44:28,completed,other,Low,pm10,13.0
359,4,Bob Williams,1,Karposh,other,42.00485401802791,21.40773248773493,2023-10-14 10:14:32,2023-10-25 19:15:40,2023-10-27 23:35:06,,in_progress,,Low,pm10,20.0
360,1,John Doe,2,Aerodrom,factory,41.991378879634674,21.450996807934583,2023-08-06 07:12:39,2023-09-04 04:08:44,2023-10-06 10:54:41,2023-10-12 23:51:46,completed,fine,Low,pm10,10.0
361,4,Bob Williams,3,Centar,other,41.984378896160216,21.42606644132647,2023-10-11 08:17:34,2023-10-11 10:05:45,,,pending,,Low,pm10,7.0
362,5,Michael Moore,5,Kapishtec,household,41.97038050879395,21.49077317360036,2023-08-31 04:52:25,2023-10-01 21:18:38,2023-10-14 18:16:24,,in_progress,,Low,pm10,14.0
363,2,Alice Doe,3,Centar,factory,41.99611733660243,21.424925149482835,2023-09-12 18:10:54,2023-09-29 13:24:36,2023-10-18 01:45:10,2023-10-28 09:35:19,completed,declined,Low,pm10,14.0
364,3,Charlie Johnson,3,Centar,other,41.99120292079592,21.42734151990657,2023-10-20 19:10:29,2023-10-22 19:25:05,2023-10-28 05:38:39,,in_progress,,Low,pm10,10.0
365,2,Alice Doe,4,Gjorche,other,42.00359708628829,21.39552662373362,2023-09-19 03:01:06,2023-10-24 18:00:15,2023-10-28 12:54:32,,in_progress,,Low,pm10,11.0
366,3,Charlie Johnson,3,Centar,household,41.99701136411112,21.43051597304417,2023-09-07 12:55:39,2023-10-12 20:15:06,,,pending,,Low,pm10,11.0
367,1,John Doe,3,Centar,factory,41.998220564077215,21.43199304864911,2023-10-24 21:40:04,2023-10-25 01:23:34,2023-10-26 17:49:19,2023-10-27 12:56:15,completed,warning,Low,pm10,8.0
368,4,Bob Williams,1,Karposh,household,41.99820243102371,21.405533098293983,2023-09-28 09:37:42,2023-10-11 22:16:58,,,pending,,Low,pm10,5.0
369,4,Bob Williams,3,Centar,other,41.98909078654752,21.427902507958045,2023-09-13 02:11:16,2023-10-03 21:26:46,2023-10-17 14:56:42,,in_progress,,Low,pm10,11.0
370,3,Charlie Johnson,4,Gjorche,household,41.99896682706907,21.40283089356737,2023-08-08 01:46:14,2023-10-27 19:13:45,2023-10-28 08:02:10,,in_progress,,Low,pm10,10.0
371,3,Charlie Johnson,3,Centar,factory,41.99570744601576,21.42654614341345,2023-08-25 10:30:42,2023-09-16 10:46:30,2023-10-12 15:01:07,2023-10-20 11:55:28,completed,warning,Low,pm10,11.0
372,3,Charlie Johnson,3,Centar,factory,41.98927027272466,21.42685198752797,2023-09-14 22:22:06,2023-10-06 14:14:59,2023-10-11 23:48:32,,in_progress,,Low,pm10,12.0
373,1,John Doe,3,Centar,other,41.98901605806385,21.42230422247816,2023-10-20 22:06:16,2023-10-24 16:24:48,,,pending,,Low,pm10,12.0
374,5,Michael Moore,3,Centar,factory,41.989154282281554,21.43815234271749,2023-09-09 06:54:34,2023-09-22 16:02:07,2023-09-23 19:15:17,,in_progress,,Low,pm10,11.0
375,1,John Doe,1,Karposh,other,42.0014238091896,21.40272176163147,2023-08-08 10:38:23,2023-10-06 17:35:58,2023-10-19 07:06:28,,in_progress,,Low,pm10,10.0
376,5,Michael Moore,5,Kapishtec,factory,41.978596489592185,21.497263096793574,2023-08-01 17:47:31,2023-09-23 11:14:48,2023-10-21 23:49:44,,in_progress,,Low,pm10,14.0
377,5,Michael Moore,3,Centar,factory,41.990264279756445,21.42737935764123,2023-09-15 13:22:51,2023-09-17 07:04:27,2023-10-26 10:32:09,,in_progress,,Low,pm10,11.0
378,5,Michael Moore,1,Karposh,household,42.004059400236464,21.409967333059523,2023-10-14 05:58:43,2023-10-18 16:30:45,2023-10-27 18:24:24,,in_progress,,Low,pm10,14.0
379,1,John Doe,5,Kapishtec,factory,41.96696833668223,21.489665665426543,2023-08-22 00:43:48,2023-09-01 02:54:27,2023-09-22 02:38:19,,in_progress,,Low,pm10,14.0
380,2,Alice Doe,2,Aerodrom,other,41.99222698463289,21.457782632684133,2023-08-05 21:23:06,2023-08-15 20:40:58,2023-08-25 15:03:40,2023-09-12 18:13:29,completed,fine,Low,pm10,10.0
381,4,Bob Williams,5,Kapishtec,factory,41.97412003217855,21.49386068811704,2023-10-01 12:05:12,2023-10-03 06:46:47,2023-10-06 10:06:27,2023-10-18 15:52:10,completed,fine,Low,pm10,13.0
382,1,John Doe,5,Kapishtec,household,41.97535416674187,21.486638295592886,2023-10-15 05:36:53,2023-10-20 06:25:57,,,pending,,Low,pm10,13.0
383,5,Michael Moore,5,Kapishtec,household,41.96692478950784,21.48795257266898,2023-08-11 07:29:07,2023-08-22 17:28:50,,,pending,,Low,pm10,13.0
384,3,Charlie Johnson,2,Aerodrom,factory,41.998994103499264,21.45333605065852,2023-10-17 18:03:52,2023-10-26 08:10:28,,,pending,,Low,pm10,14.0
385,3,Charlie Johnson,2,Aerodrom,household,41.99511008619105,21.458711677343185,2023-10-11 03:57:51,2023-10-20 11:01:55,,,pending,,Low,pm10,13.0
386,5,Michael Moore,1,Karposh,household,42.00489182800182,21.41200754802268,2023-08-28 18:34:58,2023-09-24 17:46:39,,,pending,,Low,pm10,21.0
387,4,Bob Williams,5,Kapishtec,household,41.97582806384277,21.492723932701004,2023-08-15 07:18:19,2023-09-27 07:13:27,2023-10-05 07:43:18,,in_progress,,Low,pm10,13.0
388,1,John Doe,1,Karposh,household,42.00191017409318,21.408200355831134,2023-08-02 13:03:52,2023-10-09 16:53:18,,,pending,,Low,pm10,9.0
389,2,Alice Doe,1,Karposh,other,41.99929903875376,21.406654172114774,2023-10-18 05:36:28,2023-10-21 00:47:22,2023-10-26 06:58:11,,in_progress,,Low,pm10,10.0
390,2,Alice Doe,3,Centar,factory,41.99390339887079,21.42549927932298,2023-10-03 16:49:09,2023-10-04 00:55:30,2023-10-13 03:38:45,2023-10-21 06:47:40,completed,declined,Low,pm10,18.0
391,1,John Doe,3,Centar,household,41.99629197928832,21.428755587818973,2023-08-26 17:59:45,2023-10-19 00:45:29,2023-10-21 11:04:34,,in_progress,,Low,pm10,12.0
392,5,Michael Moore,3,Centar,other,41.9940345691217,21.435871843409977,2023-09-20 20:41:04,2023-10-25 00:31:57,2023-10-28 16:58:03,2023-10-28 18:00:05,completed,other,Low,pm10,14.0
393,4,Bob Williams,4,Gjorche,other,42.00434444393862,21.39970425162259,2023-10-11 04:25:00,2023-10-18 03:59:56,2023-10-21 13:59:03,,in_progress,,Low,pm10,17.0
394,5,Michael Moore,4,Gjorche,household,41.9995344522856,21.403688484619263,2023-10-19 21:44:33,2023-10-26 04:51:37,2023-10-26 11:59:42,2023-10-26 15:03:53,completed,fine,Low,pm10,16.0
395,4,Bob Williams,2,Aerodrom,household,41.99810151548,21.45664480156676,2023-08-23 02:55:38,2023-10-11 13:51:45,2023-10-23 16:38:13,2023-10-26 06:31:08,completed,fine,Low,pm10,8.0
396,4,Bob Williams,4,Gjorche,factory,42.00215846200952,21.39425772023472,2023-10-15 16:26:04,2023-10-26 11:32:15,,,pending,,Medium,pm10,32.0
397,1,John Doe,4,Gjorche,other,41.998615901232654,21.40875890150017,2023-08-28 21:04:34,2023-09-05 03:22:09,,,pending,,Low,pm10,5.0
398,5,Michael Moore,5,Kapishtec,factory,41.97673674220245,21.482566027347115,2023-08-01 15:35:08,2023-09-20 06:27:14,,,pending,,Low,pm10,13.0
399,2,Alice Doe,4,Gjorche,factory,42.00773940029804,21.399163896654027,2023-08-24 21:14:02,2023-10-01 16:48:31,,,pending,,Low,pm10,13.0
400,3,Charlie Johnson,3,Centar,household,41.99104923852811,21.42422231281818,2023-09-18 21:56:46,2023-09-21 10:30:51,,,pending,,Low,pm10,11.0
401,5,Michael Moore,5,Kapishtec,household,41.97882329281186,21.489619944758974,2023-08-26 20:29:48,2023-10-06 15:10:09,,,pending,,Low,pm10,10.0
402,2,Alice Doe,3,Centar,household,41.99336959306236,21.439027279785403,2023-09-09 07:23:45,2023-09-14 04:41:40,2023-10-04 17:46:09,2023-10-26 06:04:35,completed,declined,Low,pm10,12.0
403,3,Charlie Johnson,2,Aerodrom,household,42.00083285090815,21.446287804921543,2023-08-23 09:50:41,2023-09-13 23:59:16,2023-09-26 17:21:10,,in_progress,,Low,pm10,10.0
404,1,John Doe,5,Kapishtec,factory,41.98028817550889,21.48399969602736,2023-10-16 02:28:58,2023-10-24 01:20:21,2023-10-27 17:04:17,2023-10-28 20:05:25,completed,fine,Low,pm10,11.0
405,3,Charlie Johnson,1,Karposh,household,41.99915373877087,21.40020311124213,2023-08-10 13:01:59,2023-09-10 18:58:07,,,pending,,Low,pm10,8.0
406,1,John Doe,2,Aerodrom,factory,41.98857069497876,21.445613168717795,2023-08-10 21:06:45,2023-10-15 04:25:03,2023-10-17 03:40:29,,in_progress,,Low,pm10,10.0
407,1,John Doe,2,Aerodrom,household,41.99708805631589,21.450560410814663,2023-09-26 14:40:05,2023-10-03 21:08:54,2023-10-21 06:40:30,,in_progress,,Low,pm10,11.0
408,4,Bob Williams,3,Centar,other,41.98810774585285,21.433788261396757,2023-10-25 19:31:01,2023-10-26 19:35:10,2023-10-27 02:00:12,2023-10-28 02:54:17,completed,declined,Low,pm10,11.0
409,1,John Doe,3,Centar,factory,41.99254577836388,21.429661073343127,2023-10-06 23:06:32,2023-10-19 17:00:56,2023-10-23 16:31:25,2023-10-27 06:19:02,completed,other,Low,pm10,11.0
410,1,John Doe,5,Kapishtec,other,41.976760931732784,21.481419937541283,2023-08-05 09:50:25,2023-10-22 20:01:30,,,pending,,Low,pm10,12.0
411,4,Bob Williams,4,Gjorche,other,41.996746869850135,21.39983703076533,2023-10-04 22:24:13,2023-10-15 11:36:00,2023-10-15 16:48:37,,in_progress,,Low,pm10,12.0
412,5,Michael Moore,4,Gjorche,other,41.99688911339677,21.39622262989128,2023-09-25 03:40:30,2023-09-29 19:52:47,2023-10-24 09:58:01,2023-10-26 15:32:51,completed,warning,Low,pm10,10.0
413,4,Bob Williams,1,Karposh,factory,42.01175739272586,21.40710961014043,2023-10-13 11:35:36,2023-10-16 20:31:07,2023-10-18 20:20:19,2023-10-24 07:23:41,completed,warning,Low,pm10,7.0
414,4,Bob Williams,4,Gjorche,household,42.0009784250141,21.40962362727249,2023-10-08 18:29:38,2023-10-24 14:15:36,2023-10-28 05:32:52,2023-10-28 11:04:23,completed,declined,Low,pm10,10.0
415,2,Alice Doe,1,Karposh,other,42.00783678252272,21.404017355751364,2023-09-03 19:27:11,2023-10-02 18:30:40,,,pending,,Low,pm10,12.0
416,5,Michael Moore,2,Aerodrom,factory,42.001917008534136,21.4500482878373,2023-10-23 17:27:42,2023-10-27 22:58:40,2023-10-28 10:57:19,,in_progress,,Low,pm10,9.0
417,2,Alice Doe,4,Gjorche,other,42.002176696862094,21.403769426288967,2023-08-31 06:58:47,2023-09-12 12:23:51,2023-10-13 22:51:52,2023-10-26 01:17:21,completed,fine,Low,pm10,20.0
418,2,Alice Doe,1,Karposh,other,42.00222772660421,21.398896324098093,2023-08-24 18:07:45,2023-10-11 08:43:40,2023-10-23 02:35:32,2023-10-26 07:57:40,completed,warning,Low,pm10,12.0
419,3,Charlie Johnson,5,Kapishtec,other,41.9797871755904,21.495960141955877,2023-10-01 07:03:53,2023-10-10 04:26:40,2023-10-19 08:01:24,,in_progress,,Low,pm10,12.0
420,3,Charlie Johnson,1,Karposh,factory,42.01166689660642,21.4071283254936,2023-08-23 14:02:04,2023-10-26 17:38:34,2023-10-26 21:32:32,2023-10-27 20:55:06,completed,fine,Low,pm10,21.0
421,4,Bob Williams,3,Centar,factory,41.99591425949508,21.425778505545555,2023-10-23 22:05:27,2023-10-25 10:12:07,2023-10-28 14:06:20,2023-10-28 17:34:24,completed,fine,Low,pm10,12.0
422,3,Charlie Johnson,2,Aerodrom,other,41.99810476174507,21.45014249000412,2023-10-22 08:59:53,2023-10-25 23:36:41,2023-10-26 18:41:54,2023-10-27 01:10:51,completed,warning,Medium,pm10,32.0
423,5,Michael Moore,3,Centar,other,41.98846395446718,21.43140890572641,2023-10-21 23:02:04,2023-10-26 05:29:18,,,pending,,Low,pm10,17.0
424,1,John Doe,5,Kapishtec,other,41.97263478222428,21.490819953600717,2023-10-20 16:32:04,2023-10-27 03:51:35,2023-10-27 08:51:47,,in_progress,,Low,pm10,11.0
425,4,Bob Williams,4,Gjorche,other,42.00599291596247,21.406082684554548,2023-08-23 08:22:32,2023-09-10 10:40:41,2023-10-22 18:16:57,,in_progress,,Low,pm10,21.0
426,2,Alice Doe,3,Centar,other,41.99334076178357,21.43711262908105,2023-09-17 10:24:09,2023-09-17 16:46:35,2023-10-03 08:37:48,,in_progress,,Low,pm10,10.0
427,5,Michael Moore,3,Centar,other,41.98888791554368,21.42615419393702,2023-10-06 04:11:03,2023-10-27 17:39:20,2023-10-27 20:04:26,2023-10-28 17:24:01,completed,other,Low,pm10,10.0
428,1,John Doe,3,Centar,household,41.99823865100688,21.43033288215008,2023-08-24 03:18:07,2023-09-13 21:41:54,2023-10-07 20:29:18,2023-10-24 09:15:15,completed,declined,Low,pm10,11.0
429,2,Alice Doe,2,Aerodrom,household,41.99436489414911,21.44482309806406,2023-09-22 18:02:18,2023-10-21 08:04:08,,,pending,,Low,pm10,32.0
430,1,John Doe,3,Centar,other,41.98876610810317,21.431556818981097,2023-10-22 08:22:01,2023-10-25 14:13:28,2023-10-27 06:42:42,2023-10-28 14:35:21,completed,warning,Low,pm10,12.0
431,2,Alice Doe,2,Aerodrom,household,41.99436292273573,21.443462793301297,2023-09-24 22:01:51,2023-10-10 20:25:28,,,pending,,Low,pm10,10.0
432,1,John Doe,1,Karposh,household,42.00872632602888,21.40899599525765,2023-08-26 08:20:37,2023-10-21 07:38:51,,,pending,,Low,pm10,12.0
433,1,John Doe,1,Karposh,household,42.00308302338285,21.3976601035865,2023-09-09 11:02:54,2023-10-10 07:58:20,2023-10-11 16:51:37,,in_progress,,Low,pm10,19.0
434,2,Alice Doe,4,Gjorche,other,41.993938853151846,21.399977362814564,2023-08-30 05:50:11,2023-10-02 18:37:50,,,pending,,Low,pm10,15.0
435,4,Bob Williams,3,Centar,other,41.99356562877672,21.43885697869237,2023-08-20 00:09:05,2023-10-22 16:59:32,2023-10-24 22:50:10,,in_progress,,Low,pm10,11.0
436,4,Bob Williams,5,Kapishtec,other,41.980072665060895,21.485288045766406,2023-08-30 05:13:24,2023-09-06 04:13:51,,,pending,,Low,pm10,26.0
437,4,Bob Williams,5,Kapishtec,household,41.97203167022356,21.496315475724337,2023-08-22 12:22:51,2023-10-11 05:50:20,,,pending,,Low,pm10,14.0
438,2,Alice Doe,3,Centar,factory,41.99014446520002,21.43219733592756,2023-09-29 02:18:44,2023-10-20 19:45:05,2023-10-21 15:33:55,2023-10-23 22:19:30,completed,fine,Low,pm10,11.0
439,2,Alice Doe,4,Gjorche,household,41.99383966307639,21.401458134187585,2023-10-22 04:00:18,2023-10-25 18:58:50,2023-10-26 07:31:36,,in_progress,,Low,pm10,11.0
440,3,Charlie Johnson,4,Gjorche,factory,42.0043429325664,21.40412459570615,2023-10-03 22:06:31,2023-10-11 08:51:54,,,pending,,Medium,pm10,24.0
441,1,John Doe,2,Aerodrom,factory,41.98664637895474,21.451535864926548,2023-10-19 06:13:07,2023-10-28 05:35:07,2023-10-28 19:50:52,2023-10-28 20:29:24,completed,fine,Low,pm10,10.0
442,4,Bob Williams,3,Centar,household,41.99215922117365,21.430388334095618,2023-09-12 17:31:54,2023-09-26 00:43:12,,,pending,,Low,pm10,6.0
443,1,John Doe,2,Aerodrom,factory,41.99775642990006,21.456861549814533,2023-10-25 15:50:37,2023-10-27 19:40:20,2023-10-28 16:06:03,2023-10-28 19:16:55,completed,other,Low,pm10,14.0
444,5,Michael Moore,3,Centar,other,41.99578385285712,21.42593688156618,2023-08-12 04:20:44,2023-08-23 04:32:32,2023-09-03 04:26:18,2023-10-17 00:25:49,completed,fine,Low,pm10,11.0
445,5,Michael Moore,5,Kapishtec,factory,41.97877921695248,21.492190727838,2023-08-02 19:54:16,2023-10-13 01:50:25,2023-10-26 12:32:49,,in_progress,,Low,pm10,11.0
446,3,Charlie Johnson,1,Karposh,other,41.994628036006816,21.409154860399045,2023-08-04 11:59:46,2023-08-27 11:02:11,2023-09-30 18:01:36,2023-10-16 21:58:46,completed,other,Low,pm10,11.0
447,3,Charlie Johnson,5,Kapishtec,household,41.983308728819225,21.48932105833194,2023-09-11 21:55:46,2023-10-14 19:34:29,2023-10-16 02:41:16,2023-10-22 12:32:35,completed,fine,Low,pm10,11.0
448,1,John Doe,3,Centar,other,41.99158334337336,21.435930822193228,2023-08-01 01:08:36,2023-08-13 05:06:14,2023-09-07 23:32:24,2023-09-11 11:24:20,completed,other,Low,pm10,17.0
449,2,Alice Doe,2,Aerodrom,household,41.98813975809978,21.448425730597847,2023-10-26 14:21:26,2023-10-27 12:32:15,2023-10-28 09:43:28,2023-10-28 13:41:36,completed,declined,Low,pm10,10.0
450,2,Alice Doe,5,Kapishtec,factory,41.9714716895113,21.49225198613284,2023-10-14 20:15:43,2023-10-16 11:42:24,2023-10-20 14:21:04,,in_progress,,Low,pm10,14.0
451,3,Charlie Johnson,3,Centar,household,41.989651106916746,21.427444510758164,2023-10-07 21:04:07,2023-10-15 05:35:05,2023-10-18 13:30:14,,in_progress,,Low,pm10,10.0
452,2,Alice Doe,3,Centar,other,41.984226251542864,21.436866752145963,2023-09-27 01:37:10,2023-10-24 10:22:11,2023-10-27 14:06:13,2023-10-28 08:58:05,completed,fine,Low,pm10,13.0
453,5,Michael Moore,5,Kapishtec,other,41.98037860194088,21.494743428956365,2023-10-27 17:12:50,2023-10-27 18:13:57,2023-10-28 00:32:33,2023-10-28 15:37:28,completed,declined,Low,pm10,10.0
454,3,Charlie Johnson,1,Karposh,other,41.99750212796653,21.40453080151756,2023-10-25 00:47:06,2023-10-28 19:10:10,,,pending,,Low,pm10,12.0
455,4,Bob Williams,4,Gjorche,other,42.00402023303493,21.399546228856213,2023-08-18 02:35:29,2023-08-24 00:12:42,2023-09-30 03:54:18,2023-10-13 06:56:32,completed,fine,Low,pm10,17.0
456,3,Charlie Johnson,2,Aerodrom,other,41.99647088943377,21.451409183937912,2023-10-01 04:44:50,2023-10-19 19:27:16,2023-10-25 16:58:16,,in_progress,,Low,pm10,7.0
457,3,Charlie Johnson,5,Kapishtec,factory,41.97300702688669,21.49042164419293,2023-09-03 07:20:58,2023-09-08 21:40:07,,,pending,,Low,pm10,12.0
458,3,Charlie Johnson,2,Aerodrom,household,41.997339682133344,21.45468917846252,2023-10-20 22:20:08,2023-10-24 11:59:09,2023-10-26 01:08:13,,in_progress,,Low,pm10,12.0
459,1,John Doe,1,Karposh,factory,42.00938795541904,21.40297181560029,2023-08-02 02:24:42,2023-10-27 23:33:14,2023-10-28 20:42:09,2023-10-28 20:42:52,completed,warning,Low,pm10,11.0
460,3,Charlie Johnson,3,Centar,factory,41.99507208396817,21.43033208772077,2023-10-10 08:51:18,2023-10-11 22:40:02,,,pending,,Low,pm10,12.0
461,5,Michael Moore,2,Aerodrom,factory,42.00264735720179,21.451669625296606,2023-08-07 12:40:34,2023-10-28 07:34:57,2023-10-28 20:48:20,2023-10-28 20:54:34,completed,fine,Low,pm10,8.0
462,4,Bob Williams,1,Karposh,other,41.99437027109561,21.403692342251997,2023-10-22 19:42:37,2023-10-28 11:35:38,2023-10-28 20:31:56,2023-10-28 20:40:51,completed,fine,Low,pm10,11.0
463,4,Bob Williams,3,Centar,household,41.98503632699018,21.4286155974397,2023-07-30 22:41:58,2023-08-27 21:00:58,2023-10-24 04:37:29,,in_progress,,Low,pm10,8.0
464,3,Charlie Johnson,3,Centar,factory,41.98349361101062,21.429416452241234,2023-10-08 19:19:05,2023-10-22 07:19:36,2023-10-25 13:36:15,,in_progress,,Low,pm10,11.0
465,1,John Doe,5,Kapishtec,other,41.97723883817849,21.496265421062024,2023-10-22 01:04:40,2023-10-22 06:13:31,,,pending,,Low,pm10,9.0
466,4,Bob Williams,5,Kapishtec,household,41.97654265241327,21.483544702502996,2023-09-07 04:39:21,2023-10-18 23:44:27,2023-10-24 00:49:09,,in_progress,,Low,pm10,10.0
467,4,Bob Williams,4,Gjorche,other,42.00897302062549,21.395903052851253,2023-08-05 06:48:55,2023-10-16 16:24:28,2023-10-25 18:59:24,2023-10-26 13:54:08,completed,warning,Low,pm10,21.0
468,3,Charlie Johnson,5,Kapishtec,factory,41.96947461165807,21.486816577473636,2023-10-26 01:22:13,2023-10-26 17:59:18,,,pending,,Low,pm10,12.0
469,2,Alice Doe,1,Karposh,other,42.01086333222225,21.404570331447296,2023-09-21 20:43:54,2023-10-11 22:46:23,,,pending,,Low,pm10,14.0
470,2,Alice Doe,1,Karposh,factory,41.99970349749009,21.409189705816125,2023-08-01 02:38:54,2023-10-06 02:44:36,2023-10-09 20:44:03,,in_progress,,Low,pm10,23.0
471,4,Bob Williams,1,Karposh,factory,42.00071461501644,21.40689557083514,2023-08-11 12:18:35,2023-09-07 01:20:25,2023-10-01 17:58:54,,in_progress,,Low,pm10,12.0
472,4,Bob Williams,3,Centar,other,41.99370779875287,21.437965262267525,2023-08-07 09:44:31,2023-10-21 05:51:10,,,pending,,Low,pm10,11.0
473,5,Michael Moore,2,Aerodrom,factory,41.9897711778363,21.45242788648787,2023-08-13 17:51:35,2023-10-01 22:09:36,,,pending,,Low,pm10,14.0
474,3,Charlie Johnson,3,Centar,household,41.99131550182038,21.43662682605661,2023-10-09 13:47:18,2023-10-24 13:18:27,2023-10-27 11:29:47,,in_progress,,Low,pm10,5.0
475,5,Michael Moore,1,Karposh,factory,42.00775710726088,21.411082560819413,2023-08-21 18:24:35,2023-10-26 23:11:09,,,pending,,Low,pm10,9.0
476,1,John Doe,5,Kapishtec,factory,41.98197772375647,21.494856491012428,2023-08-01 07:42:58,2023-10-21 16:39:38,2023-10-27 11:02:01,2023-10-27 14:08:29,completed,fine,Low,pm10,11.0
477,2,Alice Doe,4,Gjorche,factory,42.00281201516404,21.39684724783617,2023-10-15 22:35:14,2023-10-18 16:52:19,2023-10-24 00:42:01,,in_progress,,Low,pm10,15.0
478,1,John Doe,2,Aerodrom,household,41.99471237448764,21.45288944782785,2023-10-19 20:34:12,2023-10-24 21:50:07,2023-10-27 05:42:24,,in_progress,,Low,pm10,32.0
479,2,Alice Doe,4,Gjorche,factory,42.001947038869496,21.407147032660298,2023-10-27 21:46:52,2023-10-28 06:59:52,,,pending,,Low,pm10,5.0
480,5,Michael Moore,3,Centar,factory,41.98291557753788,21.429066420943645,2023-08-05 21:19:27,2023-10-17 09:25:40,2023-10-21 13:05:12,,in_progress,,Low,pm10,14.0
481,2,Alice Doe,3,Centar,other,41.98265265658608,21.426123198667906,2023-09-02 00:55:16,2023-09-04 02:39:52,,,pending,,Low,pm10,12.0
482,4,Bob Williams,1,Karposh,other,41.99539528582373,21.403133725898535,2023-10-27 13:21:07,2023-10-28 13:10:26,2023-10-28 14:44:45,2023-10-28 17:32:49,completed,other,Low,pm10,15.0
483,1,John Doe,4,Gjorche,other,42.00134417659182,21.407462403981626,2023-09-01 01:11:37,2023-09-10 09:55:31,2023-10-14 00:20:28,,in_progress,,Low,pm10,4.0
484,2,Alice Doe,5,Kapishtec,factory,41.97481160837945,21.486739421135624,2023-09-12 12:56:56,2023-10-26 14:08:32,2023-10-27 20:38:19,,in_progress,,Low,pm10,13.0
485,5,Michael Moore,5,Kapishtec,household,41.97325543774868,21.493499615665304,2023-09-22 10:56:16,2023-10-19 21:46:19,,,pending,,Low,pm10,24.0
486,5,Michael Moore,1,Karposh,household,42.00060053325207,21.413483495869013,2023-08-17 12:04:56,2023-09-01 14:36:23,2023-09-15 15:54:09,2023-10-28 08:01:43,completed,declined,Low,pm10,12.0
487,3,Charlie Johnson,2,Aerodrom,household,41.98753619851142,21.45168038688865,2023-09-06 08:21:50,2023-09-30 12:18:38,,,pending,,Low,pm10,11.0
488,2,Alice Doe,4,Gjorche,other,42.00373064626293,21.40575738969293,2023-08-29 15:02:33,2023-10-04 15:43:32,,,pending,,Low,pm10,18.0
489,5,Michael Moore,3,Centar,other,41.98969367530213,21.435115225917137,2023-10-21 13:02:34,2023-10-28 08:28:40,2023-10-28 18:25:05,2023-10-28 18:34:03,completed,other,Low,pm10,11.0
490,4,Bob Williams,1,Karposh,household,41.99929452182776,21.404566323453547,2023-10-19 00:07:13,2023-10-27 03:47:12,2023-10-27 20:42:54,2023-10-28 01:53:39,completed,other,Low,pm10,13.0
491,5,Michael Moore,2,Aerodrom,factory,41.99475962343445,21.446304107639858,2023-08-16 17:02:40,2023-08-21 12:08:28,2023-09-12 02:24:03,2023-09-17 19:36:15,completed,other,Low,pm10,12.0
492,5,Michael Moore,1,Karposh,household,41.99736635838683,21.40167355208284,2023-10-07 11:33:33,2023-10-28 03:56:51,,,pending,,Low,pm10,12.0
